SystemCodeNumber,Timestamp,Occupancy,Capacity,OccupancyRate
Shopping,2016-11-25 15:27:00,1278,1920,0.665625
Others-CCCPS119a,2016-11-25 15:27:00,554,2803,0.19764537995005352
BHMBCCTHL01,2016-11-25 15:27:00,368,387,0.9509043927648578
Broad Street,2016-11-25 15:27:00,527,690,0.763768115942029
Others-CCCPS135a,2016-11-25 15:27:00,2664,3883,0.6860674736028843
BHMNCPNST01,2016-11-25 15:27:00,299,485,0.6164948453608248
Others-CCCPS8,2016-11-25 15:27:00,777,1322,0.5877458396369137
BHMMBMMBX01,2016-11-25 15:27:00,494,687,0.7190684133915575
BHMEURBRD01,2016-11-25 15:27:00,360,470,0.7659574468085106
BHMNCPHST01,2016-11-25 15:27:00,708,1200,0.59
BHMNCPNST01,2016-11-25 16:00:00,278,485,0.5731958762886598
Shopping,2016-11-25 16:00:00,1161,1920,0.6046875
Others-CCCPS119a,2016-11-25 16:00:00,531,2803,0.18943988583660365
BHMBCCMKT01,2016-11-25 16:00:00,264,577,0.45753899480069327
BHMMBMMBX01,2016-11-25 16:00:00,461,687,0.6710334788937409
BHMNCPHST01,2016-11-25 16:00:00,647,1200,0.5391666666666667
Others-CCCPS135a,2016-11-25 16:00:00,2470,3883,0.6361061035281999
Others-CCCPS105a,2016-11-25 16:00:00,1182,2009,0.5883524141363863
BHMEURBRD01,2016-11-25 16:00:00,350,470,0.7446808510638298
Others-CCCPS202,2016-11-25 16:00:00,1135,2937,0.3864487572352741
Others-CCCPS98,2016-11-25 16:00:00,918,3103,0.2958427328391879
Others-CCCPS8,2016-11-25 16:00:00,721,1322,0.5453857791225416
BHMBCCTHL01,2016-11-25 16:00:00,352,387,0.9095607235142119
Broad Street,2016-11-25 16:00:00,505,690,0.7318840579710145
BHMMBMMBX01,2016-11-25 16:27:00,411,687,0.5982532751091703
BHMBCCMKT01,2016-11-25 16:27:00,248,577,0.42980935875216636
BHMNCPNST01,2016-11-25 16:27:00,262,485,0.5402061855670103
Others-CCCPS202,2016-11-25 16:27:00,1071,2937,0.36465781409601633
Others-CCCPS135a,2016-11-25 16:27:00,2202,3883,0.567087303631213
BHMBCCTHL01,2016-11-25 16:27:00,342,387,0.8837209302325582
BHMEURBRD01,2016-11-25 16:27:00,317,470,0.674468085106383
Shopping,2016-11-25 16:27:00,1023,1920,0.5328125
Others-CCCPS119a,2016-11-25 16:27:00,495,2803,0.17659650374598646
Broad Street,2016-11-25 16:27:00,463,690,0.6710144927536232
Others-CCCPS105a,2016-11-25 16:27:00,1094,2009,0.5445495271279244
Others-CCCPS98,2016-11-25 16:27:00,826,3103,0.2661940058008379
BHMNCPHST01,2016-11-25 16:27:00,583,1200,0.48583333333333334
Others-CCCPS8,2016-11-25 16:27:00,683,1322,0.516641452344932
BHMNCPNST01,2016-11-26 07:55:00,241,485,0.49690721649484537
Others-CCCPS98,2016-11-26 08:01:00,536,3103,0.17273606187560425
BHMBCCTHL01,2016-11-26 08:01:00,122,387,0.3152454780361757
Broad Street,2016-11-26 08:01:00,83,690,0.12028985507246377
Shopping,2016-11-26 08:01:00,327,1920,0.1703125
Others-CCCPS105a,2016-11-26 08:01:00,622,2009,0.3096067695370831
Others-CCCPS8,2016-11-26 08:01:00,376,1322,0.2844175491679274
BHMMBMMBX01,2016-11-26 08:01:00,246,687,0.35807860262008734
BHMNCPHST01,2016-11-26 08:01:00,156,1200,0.13
Others-CCCPS135a,2016-11-26 08:01:00,770,3883,0.19830028328611898
Others-CCCPS202,2016-11-26 08:01:00,446,2937,0.1518556350017024
BHMBCCMKT01,2016-11-26 08:01:00,39,577,0.06759098786828423
BHMEURBRD01,2016-11-26 08:01:00,46,470,0.09787234042553192
Others-CCCPS119a,2016-11-26 08:01:00,171,2803,0.06100606493043168
BHMNCPHST01,2016-11-26 08:28:00,167,1200,0.13916666666666666
Others-CCCPS202,2016-11-26 08:28:00,476,2937,0.1620701395982295
BHMMBMMBX01,2016-11-26 08:28:00,255,687,0.37117903930131
Others-CCCPS119a,2016-11-26 08:28:00,218,2803,0.07777381377095968
Broad Street,2016-11-26 08:28:00,88,690,0.12753623188405797
BHMBCCTHL01,2016-11-26 08:28:00,147,387,0.3798449612403101
BHMNCPNST01,2016-11-26 08:28:00,242,485,0.49896907216494846
BHMEURBRD01,2016-11-26 08:28:00,53,470,0.1127659574468085
Shopping,2016-11-26 08:28:00,345,1920,0.1796875
Others-CCCPS98,2016-11-26 08:28:00,568,3103,0.18304866258459554
Others-CCCPS135a,2016-11-26 08:28:00,807,3883,0.20782899819727016
Others-CCCPS105a,2016-11-26 08:28:00,660,2009,0.3285216525634644
BHMBCCMKT01,2016-11-26 08:28:00,41,577,0.07105719237435008
Others-CCCPS8,2016-11-26 08:28:00,405,1322,0.3063540090771558
Others-CCCPS8,2016-11-26 09:01:00,474,1322,0.3585476550680787
BHMBCCMKT01,2016-11-26 09:01:00,59,577,0.1022530329289428
Others-CCCPS98,2016-11-26 09:01:00,605,3103,0.19497260715436673
BHMNCPHST01,2016-11-26 09:01:00,219,1200,0.1825
BHMEURBRD01,2016-11-26 09:01:00,69,470,0.14680851063829786
BHMMBMMBX01,2016-11-26 09:01:00,267,687,0.388646288209607
BHMNCPNST01,2016-11-26 09:01:00,253,485,0.5216494845360825
Others-CCCPS202,2016-11-26 09:01:00,555,2937,0.18896833503575078
BHMBCCTHL01,2016-11-26 09:01:00,189,387,0.4883720930232558
Broad Street,2016-11-26 09:01:00,113,690,0.16376811594202897
Shopping,2016-11-26 09:01:00,453,1920,0.2359375
Others-CCCPS135a,2016-11-26 09:01:00,956,3883,0.24620139067731137
Others-CCCPS105a,2016-11-26 09:01:00,741,2009,0.36884021901443503
Others-CCCPS119a,2016-11-26 09:01:00,274,2803,0.09775240813414199
BHMEURBRD01,2016-11-26 09:35:00,71,470,0.15106382978723404
Others-CCCPS98,2016-11-26 09:35:00,666,3103,0.21463100225588141
Others-CCCPS135a,2016-11-26 09:35:00,1125,3883,0.28972443986608293
BHMNCPHST01,2016-11-26 09:35:00,261,1200,0.2175
BHMNCPNST01,2016-11-26 09:35:00,267,485,0.5505154639175258
Others-CCCPS105a,2016-11-26 09:35:00,860,2009,0.42807366849178696
BHMMBMMBX01,2016-11-26 09:35:00,302,687,0.4395924308588064
BHMBCCMKT01,2016-11-26 09:35:00,111,577,0.1923743500866551
Others-CCCPS8,2016-11-26 09:35:00,558,1322,0.42208774583963693
Broad Street,2016-11-26 09:35:00,114,690,0.16521739130434782
Shopping,2016-11-26 09:35:00,557,1920,0.29010416666666666
Others-CCCPS119a,2016-11-26 09:35:00,341,2803,0.1216553692472351
BHMBCCTHL01,2016-11-26 09:35:00,244,387,0.6304909560723514
Others-CCCPS202,2016-11-26 09:35:00,625,2937,0.21280217909431393
BHMBCCMKT01,2016-11-26 10:01:00,160,577,0.2772963604852686
Others-CCCPS105a,2016-11-26 10:01:00,991,2009,0.49328023892483824
Others-CCCPS135a,2016-11-26 10:01:00,1273,3883,0.32783929951068763
Shopping,2016-11-26 10:01:00,636,1920,0.33125
BHMNCPHST01,2016-11-26 10:01:00,305,1200,0.25416666666666665
BHMBCCTHL01,2016-11-26 10:01:00,298,387,0.7700258397932817
BHMNCPNST01,2016-11-26 10:01:00,288,485,0.5938144329896907
BHMEURBRD01,2016-11-26 10:01:00,80,470,0.1702127659574468
BHMMBMMBX01,2016-11-26 10:01:00,339,687,0.49344978165938863
Others-CCCPS8,2016-11-26 10:01:00,652,1322,0.49319213313161875
Others-CCCPS98,2016-11-26 10:01:00,726,3103,0.2339671285852401
Others-CCCPS119a,2016-11-26 10:01:00,397,2803,0.1416339636104174
Others-CCCPS202,2016-11-26 10:01:00,714,2937,0.24310520939734423
Broad Street,2016-11-26 10:01:00,128,690,0.1855072463768116
BHMBCCMKT01,2016-11-26 10:35:00,195,577,0.3379549393414211
BHMNCPNST01,2016-11-26 10:35:00,310,485,0.6391752577319587
BHMEURBRD01,2016-11-26 10:35:00,96,470,0.20425531914893616
BHMNCPHST01,2016-11-26 10:35:00,355,1200,0.29583333333333334
Others-CCCPS202,2016-11-26 10:35:00,814,2937,0.27715355805243447
Broad Street,2016-11-26 10:35:00,145,690,0.21014492753623187
Shopping,2016-11-26 10:35:00,730,1920,0.3802083333333333
Others-CCCPS98,2016-11-26 10:35:00,821,3103,0.26458266194005803
BHMMBMMBX01,2016-11-26 10:35:00,377,687,0.5487627365356623
Others-CCCPS105a,2016-11-26 10:35:00,1128,2009,0.5614733698357391
BHMBCCTHL01,2016-11-26 10:35:00,359,387,0.9276485788113695
Others-CCCPS135a,2016-11-26 10:35:00,1424,3883,0.36672675766160184
Others-CCCPS8,2016-11-26 10:35:00,751,1322,0.5680786686838124
Others-CCCPS119a,2016-11-26 10:35:00,493,2803,0.17588298251872994
Others-CCCPS135a,2016-11-26 11:01:00,1547,3883,0.3984032964202936
Others-CCCPS8,2016-11-26 11:01:00,819,1322,0.6195158850226928
Others-CCCPS202,2016-11-26 11:01:00,875,2937,0.2979230507320395
BHMBCCTHL01,2016-11-26 11:01:00,395,387,1.020671834625323
BHMBCCMKT01,2016-11-26 11:01:00,247,577,0.42807625649913345
Others-CCCPS105a,2016-11-26 11:01:00,1214,2009,0.6042807366849179
BHMEURBRD01,2016-11-26 11:01:00,108,470,0.2297872340425532
BHMMBMMBX01,2016-11-26 11:01:00,395,687,0.5749636098981077
BHMNCPHST01,2016-11-26 11:01:00,396,1200,0.33
Others-CCCPS119a,2016-11-26 11:01:00,565,2803,0.20156974669996433
Others-CCCPS98,2016-11-26 11:01:00,886,3103,0.28553013213019657
Broad Street,2016-11-26 11:01:00,159,690,0.23043478260869565
Shopping,2016-11-26 11:01:00,801,1920,0.4171875
BHMNCPNST01,2016-11-26 11:01:00,321,485,0.6618556701030928
Others-CCCPS105a,2016-11-26 11:28:00,1251,2009,0.6226978596316576
BHMBCCTHL01,2016-11-26 11:28:00,401,387,1.0361757105943152
BHMNCPNST01,2016-11-26 11:28:00,337,485,0.6948453608247422
BHMMBMMBX01,2016-11-26 11:28:00,411,687,0.5982532751091703
Others-CCCPS119a,2016-11-26 11:28:00,589,2803,0.21013200142704244
BHMBCCMKT01,2016-11-26 11:28:00,298,577,0.5164644714038128
Others-CCCPS202,2016-11-26 11:28:00,902,2937,0.30711610486891383
Others-CCCPS8,2016-11-26 11:28:00,840,1322,0.6354009077155824
BHMEURBRD01,2016-11-26 11:28:00,113,470,0.2404255319148936
Others-CCCPS135a,2016-11-26 11:28:00,1646,3883,0.4238990471285089
Shopping,2016-11-26 11:28:00,877,1920,0.45677083333333335
Broad Street,2016-11-26 11:28:00,164,690,0.23768115942028986
Others-CCCPS98,2016-11-26 11:28:00,936,3103,0.30164357073799547
BHMNCPHST01,2016-11-26 11:28:00,433,1200,0.36083333333333334
BHMBCCMKT01,2016-11-26 12:01:00,368,577,0.6377816291161178
Others-CCCPS119a,2016-11-26 12:01:00,623,2803,0.22226186229040315
Broad Street,2016-11-26 12:01:00,183,690,0.26521739130434785
Others-CCCPS8,2016-11-26 12:01:00,905,1322,0.6845688350983359
BHMNCPNST01,2016-11-26 12:01:00,371,485,0.7649484536082474
Others-CCCPS105a,2016-11-26 12:01:00,1353,2009,0.673469387755102
BHMEURBRD01,2016-11-26 12:01:00,131,470,0.27872340425531916
Others-CCCPS202,2016-11-26 12:01:00,955,2937,0.3251617296561117
BHMBCCTHL01,2016-11-26 12:01:00,401,387,1.0361757105943152
Others-CCCPS98,2016-11-26 12:01:00,1041,3103,0.3354817918143732
BHMNCPHST01,2016-11-26 12:01:00,532,1200,0.44333333333333336
Shopping,2016-11-26 12:01:00,1022,1920,0.5322916666666667
BHMMBMMBX01,2016-11-26 12:01:00,448,687,0.6521106259097526
Others-CCCPS135a,2016-11-26 12:01:00,1858,3883,0.4784960082410507
Others-CCCPS202,2016-11-26 12:28:00,1022,2937,0.34797412325502214
Broad Street,2016-11-26 12:28:00,213,690,0.30869565217391304
Others-CCCPS119a,2016-11-26 12:28:00,638,2803,0.22761327149482696
BHMBCCMKT01,2016-11-26 12:28:00,428,577,0.7417677642980935
BHMMBMMBX01,2016-11-26 12:28:00,492,687,0.7161572052401747
BHMEURBRD01,2016-11-26 12:28:00,158,470,0.33617021276595743
BHMBCCTHL01,2016-11-26 12:28:00,401,387,1.0361757105943152
Others-CCCPS98,2016-11-26 12:28:00,1137,3103,0.3664195939413471
Shopping,2016-11-26 12:28:00,1155,1920,0.6015625
BHMNCPNST01,2016-11-26 12:28:00,408,485,0.8412371134020619
BHMNCPHST01,2016-11-26 12:28:00,621,1200,0.5175
Others-CCCPS135a,2016-11-26 12:28:00,2039,3883,0.5251094514550605
Others-CCCPS8,2016-11-26 12:28:00,969,1322,0.7329803328290468
Others-CCCPS105a,2016-11-26 12:28:00,1461,2009,0.7272274763563962
Others-CCCPS98,2016-11-26 13:01:00,1210,3103,0.38994521430873347
Others-CCCPS119a,2016-11-26 13:01:00,652,2803,0.23260792008562256
BHMNCPHST01,2016-11-26 13:01:00,702,1200,0.585
Others-CCCPS135a,2016-11-26 13:01:00,2222,3883,0.5722379603399433
BHMBCCMKT01,2016-11-26 13:01:00,489,577,0.8474870017331022
Others-CCCPS105a,2016-11-26 13:01:00,1544,2009,0.7685415629666501
BHMMBMMBX01,2016-11-26 13:01:00,542,687,0.7889374090247453
Broad Street,2016-11-26 13:01:00,224,690,0.32463768115942027
Shopping,2016-11-26 13:01:00,1276,1920,0.6645833333333333
BHMBCCTHL01,2016-11-26 13:01:00,402,387,1.0387596899224807
Others-CCCPS8,2016-11-26 13:01:00,1002,1322,0.7579425113464447
BHMNCPNST01,2016-11-26 13:01:00,418,485,0.8618556701030928
BHMEURBRD01,2016-11-26 13:01:00,168,470,0.3574468085106383
Others-CCCPS202,2016-11-26 13:01:00,1044,2937,0.355464759959142
Others-CCCPS98,2016-11-26 13:28:00,1263,3103,0.4070254592330003
Others-CCCPS202,2016-11-26 13:28:00,1081,2937,0.36806264896152535
Others-CCCPS119a,2016-11-26 13:28:00,644,2803,0.2297538351765965
BHMBCCTHL01,2016-11-26 13:28:00,402,387,1.0387596899224807
BHMNCPHST01,2016-11-26 13:28:00,759,1200,0.6325
BHMMBMMBX01,2016-11-26 13:28:00,581,687,0.8457059679767104
BHMNCPNST01,2016-11-26 13:28:00,440,485,0.9072164948453608
Others-CCCPS8,2016-11-26 13:28:00,1044,1322,0.789712556732224
BHMEURBRD01,2016-11-26 13:28:00,184,470,0.39148936170212767
Others-CCCPS135a,2016-11-26 13:28:00,2316,3883,0.596446046870976
Others-CCCPS105a,2016-11-26 13:28:00,1625,2009,0.8088601294176208
BHMBCCMKT01,2016-11-26 13:28:00,508,577,0.8804159445407279
Shopping,2016-11-26 13:28:00,1345,1920,0.7005208333333334
Broad Street,2016-11-26 13:28:00,239,690,0.3463768115942029
BHMMBMMBX01,2016-11-26 14:01:00,658,687,0.9577874818049491
Others-CCCPS135a,2016-11-26 14:01:00,2411,3883,0.6209116662374453
Others-CCCPS8,2016-11-26 14:01:00,1086,1322,0.8214826021180031
BHMNCPHST01,2016-11-26 14:01:00,797,1200,0.6641666666666667
Others-CCCPS98,2016-11-26 14:01:00,1368,3103,0.440863680309378
BHMEURBRD01,2016-11-26 14:01:00,198,470,0.42127659574468085
Others-CCCPS119a,2016-11-26 14:01:00,661,2803,0.23581876560827686
BHMBCCTHL01,2016-11-26 14:01:00,402,387,1.0387596899224807
BHMNCPNST01,2016-11-26 14:01:00,451,485,0.9298969072164949
Shopping,2016-11-26 14:01:00,1426,1920,0.7427083333333333
Others-CCCPS202,2016-11-26 14:01:00,1107,2937,0.3769152196118488
Others-CCCPS105a,2016-11-26 14:01:00,1744,2009,0.8680935788949726
BHMBCCMKT01,2016-11-26 14:01:00,551,577,0.9549393414211439
Broad Street,2016-11-26 14:01:00,254,690,0.3681159420289855
BHMMBMMBX01,2016-11-26 14:41:00,687,687,1.0
BHMNCPNST01,2016-11-26 14:41:00,443,485,0.9134020618556701
Others-CCCPS8,2016-11-26 14:41:00,1180,1322,0.8925869894099848
Others-CCCPS105a,2016-11-26 14:41:00,1867,2009,0.929318068690891
Others-CCCPS202,2016-11-26 14:41:00,1115,2937,0.37963908750425607
Others-CCCPS119a,2016-11-26 14:41:00,674,2803,0.24045665358544416
BHMBCCTHL01,2016-11-26 14:41:00,399,387,1.0310077519379846
Shopping,2016-11-26 14:41:00,1489,1920,0.7755208333333333
Broad Street,2016-11-26 14:41:00,273,690,0.39565217391304347
BHMEURBRD01,2016-11-26 14:41:00,214,470,0.4553191489361702
BHMBCCMKT01,2016-11-26 14:41:00,573,577,0.9930675909878682
BHMNCPHST01,2016-11-26 14:41:00,839,1200,0.6991666666666667
Others-CCCPS98,2016-11-26 14:41:00,1405,3103,0.4527876248791492
Others-CCCPS135a,2016-11-26 14:41:00,2505,3883,0.645119752768478
Broad Street,2016-11-26 15:01:00,279,690,0.4043478260869565
BHMMBMMBX01,2016-11-26 15:01:00,681,687,0.9912663755458515
Others-CCCPS135a,2016-11-26 15:01:00,2515,3883,0.6476950811228431
BHMNCPNST01,2016-11-26 15:01:00,442,485,0.911340206185567
BHMBCCMKT01,2016-11-26 15:01:00,567,577,0.9826689774696707
Others-CCCPS8,2016-11-26 15:01:00,1212,1322,0.9167927382753404
Others-CCCPS105a,2016-11-26 15:01:00,1893,2009,0.9422598307615729
Others-CCCPS98,2016-11-26 15:01:00,1408,3103,0.45375443119561715
Others-CCCPS202,2016-11-26 15:01:00,1122,2937,0.38202247191011235
Others-CCCPS119a,2016-11-26 15:01:00,686,2803,0.24473778094898324
Shopping,2016-11-26 15:01:00,1490,1920,0.7760416666666666
BHMEURBRD01,2016-11-26 15:01:00,219,470,0.46595744680851064
BHMNCPHST01,2016-11-26 15:01:00,852,1200,0.71
BHMBCCTHL01,2016-11-26 15:01:00,401,387,1.0361757105943152
Others-CCCPS8,2016-11-26 15:28:00,1235,1322,0.9341906202723147
Broad Street,2016-11-26 15:28:00,289,690,0.41884057971014493
Shopping,2016-11-26 15:28:00,1506,1920,0.784375
Others-CCCPS135a,2016-11-26 15:28:00,2523,3883,0.6497553438063353
BHMBCCTHL01,2016-11-26 15:28:00,398,387,1.028423772609819
BHMBCCMKT01,2016-11-26 15:28:00,551,577,0.9549393414211439
BHMMBMMBX01,2016-11-26 15:28:00,679,687,0.9883551673944687
Others-CCCPS105a,2016-11-26 15:28:00,1914,2009,0.9527127924340468
BHMEURBRD01,2016-11-26 15:28:00,230,470,0.48936170212765956
Others-CCCPS98,2016-11-26 15:28:00,1437,3103,0.4631002255881405
Others-CCCPS202,2016-11-26 15:28:00,1147,2937,0.3905345590738849
BHMNCPHST01,2016-11-26 15:28:00,870,1200,0.725
Others-CCCPS119a,2016-11-26 15:28:00,696,2803,0.24830538708526578
BHMNCPNST01,2016-11-26 15:28:00,460,485,0.9484536082474226
Shopping,2016-11-26 16:01:00,1427,1920,0.7432291666666667
BHMBCCTHL01,2016-11-26 16:01:00,402,387,1.0387596899224807
BHMNCPNST01,2016-11-26 16:01:00,465,485,0.9587628865979382
BHMNCPHST01,2016-11-26 16:01:00,824,1200,0.6866666666666666
Others-CCCPS135a,2016-11-26 16:01:00,2395,3883,0.6167911408704609
BHMMBMMBX01,2016-11-26 16:01:00,660,687,0.9606986899563319
BHMEURBRD01,2016-11-26 16:01:00,232,470,0.49361702127659574
Others-CCCPS8,2016-11-26 16:01:00,1226,1322,0.9273827534039334
Others-CCCPS105a,2016-11-26 16:01:00,1886,2009,0.9387755102040817
Others-CCCPS119a,2016-11-26 16:01:00,729,2803,0.2600784873349982
Others-CCCPS98,2016-11-26 16:01:00,1452,3103,0.4679342571704802
Others-CCCPS202,2016-11-26 16:01:00,1163,2937,0.39598229485869935
Broad Street,2016-11-26 16:01:00,296,690,0.4289855072463768
BHMBCCMKT01,2016-11-26 16:01:00,543,577,0.9410745233968805
Others-CCCPS135a,2016-11-26 16:28:00,2293,3883,0.5905227916559361
Others-CCCPS105a,2016-11-26 16:28:00,1811,2009,0.9014435042309606
Others-CCCPS202,2016-11-26 16:28:00,1159,2937,0.39462036091249575
Broad Street,2016-11-26 16:28:00,292,690,0.42318840579710143
Shopping,2016-11-26 16:28:00,1345,1920,0.7005208333333334
BHMNCPHST01,2016-11-26 16:28:00,814,1200,0.6783333333333333
BHMBCCTHL01,2016-11-26 16:28:00,400,387,1.0335917312661498
Others-CCCPS98,2016-11-26 16:28:00,1431,3103,0.4611666129552046
Others-CCCPS119a,2016-11-26 16:28:00,753,2803,0.26864074206207633
Others-CCCPS8,2016-11-26 16:28:00,1200,1322,0.9077155824508321
BHMEURBRD01,2016-11-26 16:28:00,228,470,0.4851063829787234
BHMMBMMBX01,2016-11-26 16:28:00,611,687,0.8893740902474527
BHMBCCMKT01,2016-11-26 16:28:00,501,577,0.8682842287694974
BHMNCPNST01,2016-11-26 16:28:00,467,485,0.9628865979381444
BHMBCCTHL01,2016-11-27 08:02:00,145,387,0.37467700258397935
Others-CCCPS98,2016-11-27 08:02:00,538,3103,0.1733805994199162
BHMMBMMBX01,2016-11-27 08:02:00,263,687,0.38282387190684136
BHMEURBRD01,2016-11-27 08:02:00,30,470,0.06382978723404255
Others-CCCPS119a,2016-11-27 08:02:00,155,2803,0.05529789511237959
Others-CCCPS105a,2016-11-27 08:02:00,688,2009,0.3424589347934296
Shopping,2016-11-27 08:02:00,309,1920,0.1609375
BHMNCPHST01,2016-11-27 08:02:00,137,1200,0.11416666666666667
Others-CCCPS135a,2016-11-27 08:02:00,756,3883,0.19469482359000773
Others-CCCPS202,2016-11-27 08:02:00,474,2937,0.16138917262512767
Broad Street,2016-11-27 08:02:00,64,690,0.0927536231884058
BHMBCCMKT01,2016-11-27 08:02:00,22,577,0.038128249566724434
Others-CCCPS8,2016-11-27 08:02:00,425,1322,0.321482602118003
Others-CCCPS105a,2016-11-27 08:32:00,689,2009,0.3429566948730712
BHMBCCMKT01,2016-11-27 08:32:00,22,577,0.038128249566724434
Others-CCCPS8,2016-11-27 08:32:00,425,1322,0.321482602118003
BHMEURBRD01,2016-11-27 08:32:00,28,470,0.059574468085106386
BHMMBMMBX01,2016-11-27 08:32:00,264,687,0.38427947598253276
Others-CCCPS202,2016-11-27 08:32:00,472,2937,0.16070820565202587
BHMBCCTHL01,2016-11-27 08:32:00,146,387,0.3772609819121447
BHMNCPHST01,2016-11-27 08:32:00,146,1200,0.12166666666666667
Others-CCCPS98,2016-11-27 08:32:00,541,3103,0.17434740573638413
Shopping,2016-11-27 08:32:00,318,1920,0.165625
BHMNCPNST01,2016-11-27 08:32:00,264,485,0.5443298969072164
BHMNCPNST01,2016-11-27 08:32:00,264,485,0.5443298969072164
Others-CCCPS135a,2016-11-27 08:32:00,775,3883,0.19958794746330158
Broad Street,2016-11-27 08:32:00,62,690,0.08985507246376812
Others-CCCPS119a,2016-11-27 08:32:00,159,2803,0.05672493756689261
BHMNCPHST01,2016-11-27 08:52:00,145,1200,0.12083333333333333
BHMNCPNST01,2016-11-27 08:58:00,266,485,0.5484536082474227
Others-CCCPS8,2016-11-27 09:02:00,435,1322,0.3290468986384266
BHMEURBRD01,2016-11-27 09:02:00,31,470,0.06595744680851064
BHMBCCTHL01,2016-11-27 09:02:00,150,387,0.3875968992248062
BHMMBMMBX01,2016-11-27 09:02:00,263,687,0.38282387190684136
Others-CCCPS119a,2016-11-27 09:02:00,175,2803,0.0624331073849447
Broad Street,2016-11-27 09:02:00,65,690,0.09420289855072464
Others-CCCPS98,2016-11-27 09:02:00,554,3103,0.17853689977441187
Shopping,2016-11-27 09:02:00,326,1920,0.16979166666666667
BHMBCCMKT01,2016-11-27 09:02:00,23,577,0.03986135181975736
Others-CCCPS202,2016-11-27 09:02:00,481,2937,0.163772557030984
Others-CCCPS105a,2016-11-27 09:02:00,698,2009,0.3474365355898457
Others-CCCPS135a,2016-11-27 09:02:00,784,3883,0.20190574298223024
BHMNCPHST01,2016-11-27 09:22:00,158,1200,0.13166666666666665
Others-CCCPS105a,2016-11-27 09:32:00,723,2009,0.359880537580886
BHMBCCTHL01,2016-11-27 09:32:00,174,387,0.4496124031007752
BHMEURBRD01,2016-11-27 09:32:00,33,470,0.07021276595744681
Others-CCCPS202,2016-11-27 09:32:00,506,2937,0.17228464419475656
Others-CCCPS119a,2016-11-27 09:32:00,210,2803,0.07491972886193364
BHMMBMMBX01,2016-11-27 09:32:00,266,687,0.38719068413391555
Others-CCCPS8,2016-11-27 09:32:00,457,1322,0.34568835098335854
Others-CCCPS98,2016-11-27 09:32:00,567,3103,0.18272639381243957
BHMBCCMKT01,2016-11-27 09:32:00,24,577,0.0415944540727903
Shopping,2016-11-27 09:32:00,352,1920,0.18333333333333332
Others-CCCPS135a,2016-11-27 09:32:00,826,3883,0.21272212207056398
BHMNCPNST01,2016-11-27 09:32:00,265,485,0.5463917525773195
Broad Street,2016-11-27 09:32:00,67,690,0.09710144927536232
BHMNCPNST01,2016-11-27 09:58:00,257,485,0.5298969072164949
BHMBCCMKT01,2016-11-27 10:01:00,35,577,0.060658578856152515
BHMMBMMBX01,2016-11-27 10:01:00,263,687,0.38282387190684136
Others-CCCPS135a,2016-11-27 10:01:00,885,3883,0.22791655936131858
Shopping,2016-11-27 10:01:00,390,1920,0.203125
Others-CCCPS202,2016-11-27 10:01:00,539,2937,0.18352059925093633
Others-CCCPS105a,2016-11-27 10:01:00,755,2009,0.3758088601294176
Others-CCCPS119a,2016-11-27 10:01:00,263,2803,0.09382804138423118
BHMNCPHST01,2016-11-27 10:01:00,190,1200,0.15833333333333333
Broad Street,2016-11-27 10:01:00,74,690,0.1072463768115942
Others-CCCPS8,2016-11-27 10:01:00,492,1322,0.3721633888048411
BHMBCCTHL01,2016-11-27 10:01:00,207,387,0.5348837209302325
Others-CCCPS98,2016-11-27 10:01:00,577,3103,0.18594908153399936
BHMEURBRD01,2016-11-27 10:01:00,40,470,0.0851063829787234
BHMNCPNST01,2016-11-27 10:22:00,258,485,0.5319587628865979
BHMNCPHST01,2016-11-27 10:22:00,210,1200,0.175
Others-CCCPS119a,2016-11-27 10:32:00,364,2803,0.12986086336068497
Broad Street,2016-11-27 10:32:00,95,690,0.13768115942028986
BHMEURBRD01,2016-11-27 10:32:00,57,470,0.12127659574468085
Others-CCCPS135a,2016-11-27 10:32:00,973,3883,0.25057944887973216
Others-CCCPS98,2016-11-27 10:32:00,624,3103,0.2010957138253303
BHMBCCTHL01,2016-11-27 10:32:00,266,387,0.6873385012919897
Others-CCCPS105a,2016-11-27 10:32:00,835,2009,0.4156296665007466
BHMBCCMKT01,2016-11-27 10:32:00,65,577,0.11265164644714037
BHMMBMMBX01,2016-11-27 10:32:00,270,687,0.3930131004366812
Others-CCCPS8,2016-11-27 10:32:00,565,1322,0.42738275340393345
Others-CCCPS202,2016-11-27 10:32:00,617,2937,0.2100783112019067
Shopping,2016-11-27 10:32:00,438,1920,0.228125
BHMNCPNST01,2016-11-27 10:58:00,259,485,0.534020618556701
BHMNCPHST01,2016-11-27 10:58:00,237,1200,0.1975
Others-CCCPS202,2016-11-27 11:01:00,708,2937,0.2410623084780388
Broad Street,2016-11-27 11:01:00,105,690,0.15217391304347827
BHMBCCMKT01,2016-11-27 11:01:00,98,577,0.16984402079722705
Others-CCCPS135a,2016-11-27 11:01:00,1105,3883,0.28457378315735254
Others-CCCPS8,2016-11-27 11:01:00,671,1322,0.5075642965204236
Others-CCCPS119a,2016-11-27 11:01:00,516,2803,0.1840884766321798
BHMMBMMBX01,2016-11-27 11:01:00,278,687,0.40465793304221254
Others-CCCPS105a,2016-11-27 11:01:00,949,2009,0.4723743155798905
Shopping,2016-11-27 11:01:00,499,1920,0.2598958333333333
